ticket_id,created_at,category,priority,status,response_time_hrs,resolution_time_hrs,agent_id,customer_rating,issue_summary
TKT-0053,2024-03-13 23:38:20,Technical,Medium,Escalated,4.0,,AGT-05,,Mobile app crashes on startup
TKT-0398,2024-03-14 00:55:50,Technical,Low,Resolved,14.58,43.01,AGT-10,4,SSO redirect loop after password reset
TKT-0461,2024-03-14 01:07:08,General,Low,Open,6.19,,AGT-09,,Request for onboarding session
TKT-0230,2024-03-14 11:12:05,Technical,Medium,Resolved,3.43,25.91,AGT-03,5,SSO redirect loop after password reset
TKT-0328,2024-03-14 12:13:43,Technical,Low,Resolved,13.76,39.4,AGT-05,2,Webhook deliveries silently dropped
TKT-0252,2024-03-14 15:33:59,Technical,Medium,Open,1.58,,AGT-01,,SSO redirect loop after password reset
TKT-0337,2024-03-14 18:29:44,Technical,Low,Resolved,7.37,15.44,AGT-06,4,Data export times out on large accounts
TKT-0160,2024-03-14 20:12:10,Billing,Low,Resolved,2.5,10.98,AGT-06,3,Duplicate charge on monthly invoice
TKT-0440,2024-03-15 00:01:08,Billing,High,Open,0.8,,AGT-07,,Invoice shows incorrect tax amount
TKT-0235,2024-03-15 08:28:32,Technical,Low,Open,17.84,,AGT-07,,Webhook deliveries silently dropped
TKT-0468,2024-03-15 10:12:40,Technical,Critical,Resolved,0.83,17.77,AGT-03,5,Mobile app crashes on startup
TKT-0043,2024-03-15 12:58:28,General,Low,Resolved,1.74,5.24,AGT-04,5,Clarification on data retention policy
TKT-0218,2024-03-15 21:17:48,Billing,High,Escalated,1.16,,AGT-12,,Unable to update payment method
TKT-0287,2024-03-15 23:50:56,Billing,Medium,Open,7.63,,AGT-06,,Promo code not applied at checkout
TKT-0140,2024-03-16 02:27:49,Technical,Low,Open,11.32,,AGT-01,,Login fails with 500 error
TKT-0038,2024-03-16 12:15:55,Technical,Critical,Resolved,0.46,83.94,AGT-06,5,Data export times out on large accounts
TKT-0394,2024-03-16 13:02:11,Technical,Medium,Resolved,13.04,27.99,AGT-02,1,Dashboard charts fail to render
